"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"1597",23.342501,23.362499,22.9625,23.18,174799600,21.465919
"1598",23.25,23.442499,23.147499,23.1975,131745600,21.482124
"1599",23.3325,23.3925,23.0275,23.355,134747200,21.627977
"1600",23.370001,23.3925,23.115,23.127501,114876400,21.417299
"1601",23.18,23.195,22.3675,22.584999,305258800,20.914917
"1602",22.5,22.9175,22.5,22.629999,177571200,20.956591
"1603",23.0975,23.5975,22.9125,23.469999,245039200,21.73447
"1604",23.637501,23.674999,23.252501,23.372499,187667600,21.64418
"1605",23.540001,23.8025,23.4725,23.639999,168249600,21.891899
"1606",23.66,23.66,23.3925,23.549999,121768400,21.808559
"1607",23.66,23.8575,23.629999,23.805,128104000,22.044704
"1608",23.967501,24.297501,23.9175,24.1075,152074400,22.324833
"1609",24.305,24.522499,24.209999,24.475,140560800,22.665154
"1610",24.6675,24.934999,24.5275,24.905001,152675200,23.06336
"1611",24.92,25.182501,24.66,25.102501,225324800,23.246258
"1612",24.860001,25.1175,24.8125,25.0875,145364800,23.232367
"1613",24.9,25.1,24.705,24.965,169228800,23.118929
"1614",24.754999,24.885,24.5825,24.615,116693200,22.794809
"1615",24.4,24.459999,24.157499,24.43,160766400,22.623486
"1616",24.4475,24.567499,24.362499,24.48,114019600,22.669779
"1617",24.497499,25.4725,24.387501,24.657499,93170000,22.834156
"1618",24.8125,24.967501,24.74,24.7575,89638000,22.926765
"1619",24.754999,24.889999,24.67,24.735001,83392400,22.90593
"1620",24.625,24.997499,24.615,24.9125,106405600,23.070303
"1621",24.6325,24.8375,24.620001,24.7075,126851600,22.880465
"1622",24.672501,24.780001,24.275,24.334999,152082000,22.535503
"1623",24.33,24.620001,24.1875,24.365,127727600,22.563293
"1624",24.455,24.602501,24.2575,24.285,117780800,22.489202
"1625",24.112499,24.4375,24.0175,24.387501,125307200,22.584129
"1626",24.155001,24.1625,23.825001,23.8325,244032800,22.070171
"1627",24,24.1425,23.7575,23.775,137647600,22.016916
"1628",23.735001,24.0875,23.67,23.977501,142185600,22.204447
"1629",24.0625,24.2225,23.8375,23.887501,116876400,22.121099
"1630",23.985001,24.0725,23.8125,24.025,128960800,22.24843
"1631",23.227501,23.665001,23.1625,23.35,301245600,21.623348
"1632",23.25,23.262501,22.875,23.01,181958400,21.308495
"1633",23.225,23.415001,23.035,23.397499,161779600,21.667336
"1634",23.4925,23.637501,23.407499,23.6,146124000,21.854862
"1635",23.610001,23.942499,23.575001,23.9,143345600,22.132679
"1636",23.872499,24.1175,23.8325,23.9725,104106000,22.199814
"1637",23.8475,23.85,23.615,23.747499,110820800,21.991449
"1638",23.65,23.915001,23.592501,23.8825,123796400,22.116467
"1639",23.924999,24.125,23.905001,23.985001,100558400,22.21139
"1640",24.122499,24.2225,24.012501,24.17,115648400,22.382711
"1641",24.1875,24.4125,24.182501,24.245001,95179600,22.452166
"1642",24.2925,24.424999,24.280001,24.355,96670000,22.554031
"1643",24.352501,24.4175,24.209999,24.217501,103568800,22.426695
"1644",24.3475,24.747499,24.33,24.6975,155676000,22.871204
"1645",24.73,24.825001,24.625,24.695,120548000,22.868885
"1646",24.674999,25.032499,24.65,24.9575,145975600,23.111975
"1647",24.889999,25,24.834999,24.967501,95119600,23.121239
"1648",25,25.115,24.934999,24.99,105104000,23.142073
"1649",24.9575,25.25,24.782499,24.8575,130808000,23.019373
"1650",24.815001,24.825001,24.577499,24.665001,113254800,22.841108
"1651",24.5625,24.709999,24.23,24.334999,161531600,22.535503
"1652",24.205,24.4925,24.105,24.1675,224959200,22.3804
"1653",26.067499,26.0875,25.6875,25.737499,369379200,23.834295
"1654",25.7075,26.112499,25.705,26.084999,159479200,24.156101
"1655",26.047501,26.137501,25.92,26.0525,110934800,24.126005
"1656",26.102501,26.5375,26.102501,26.512501,152671600,24.551996
"1657",26.512501,26.5175,26,26.120001,135266400,24.188513
"1658",26.202499,26.459999,26.192499,26.4475,120810400,24.491798
"1659",26.395,26.5,26.32,26.467501,109634800,24.643095
"1660",26.567499,26.9125,26.545,26.870001,162213600,25.017851
"1661",26.879999,27.092501,26.790001,27.092501,112148800,25.225014
"1662",27.057501,27.235001,27.002501,27.202499,105260800,25.327433
"1663",27.1775,27.225,26.940001,27,96034000,25.138889
"1664",27.129999,27.2325,26.9625,26.9825,109938000,25.122601
"1665",26.945,27.110001,26.945,27.045,74641600,25.18079
"1666",27.035,27.385,27.02,27.370001,103472800,25.483385
"1667",27.407499,27.557501,27.3025,27.344999,135177600,25.46011
"1668",27.275,27.342501,27.084999,27.305,101424000,25.422865
"1669",27.307501,27.4,27.254999,27.27,87938800,25.390274
"1670",27.192499,27.422501,27.09,27.34,101472400,25.455456
"1671",27.215,27.275,26.9625,27.127501,103280800,25.257603
"1672",27.147499,27.33,27.1325,27.2125,85030800,25.336742
"1673",27.1425,27.1875,26.92,27.0075,94700400,25.145872
"1674",26.8475,26.969999,26.67,26.8925,100344800,25.038799
"1675",26.852501,26.987499,26.577499,26.735001,111065200,24.892159
"1676",26.655001,26.860001,26.5725,26.705,99881200,24.864229
"1677",26.450001,26.625,26.375,26.5,99455600,24.673355
"1678",26.415001,26.6425,26.41,26.525,118649600,24.696629
"1679",26.535,26.700001,26.405001,26.682501,106806000,24.843281
"1680",26.924999,27,26.705,26.932501,107210000,25.076048
"1681",26.975,27.075001,26.877501,26.924999,107521600,25.069065
"1682",26.9575,27.190001,26.7675,27.09,169457200,25.222683
"1683",26.8125,26.817499,26.309999,26.379999,212008000,24.561625
"1684",26.16,26.43,25.782499,25.782499,186228000,24.005314
"1685",25.6625,26.43,25.6325,26.360001,181171200,24.543005
"1686",26.877501,27.1975,26.809999,26.987499,248704800,25.127253
"1687",27.182501,28.2575,27.15,27.942499,443554800,26.016428
"1688",28.465,28.932501,28.372499,28.8925,359934400,26.900942
"1689",28.780001,29.032499,28.51,28.73,319547600,26.749645
"1690",28.797501,29.045,28.3125,28.395,188092000,26.437735
"1691",28.262501,28.530001,28.127501,28.3925,138057200,26.435404
"1692",28.4625,28.497499,28.110001,28.387501,144012800,26.430754
"1693",28.5875,28.735001,28.5,28.655001,124296000,26.679811
"1694",28.605,28.6975,27.887501,28.1775,209924800,26.235222
"1695",27.91,28.3475,27.887501,28.219999,119477600,26.274794
"1696",28.25,28.295,28.084999,28.272499,98429600,26.323673
"1697",28.422501,28.66,28.3575,28.487499,118564400,26.523857
"1698",28.290001,28.450001,27.950001,28.045,143548000,26.111862
"1699",28.115,28.342501,27.950001,28.262501,145516400,26.314369
"1700",28.1775,28.262501,28.07,28.129999,86807200,26.190996
"1701",28.264999,28.577499,28.157499,28.25,118947200,26.302727
"1702",28.35,28.415001,28.172501,28.262501,85812400,26.314369
"1703",28.424999,28.584999,28.282499,28.4725,115117200,26.50989
"1704",28.577499,28.639999,28.377501,28.514999,97433600,26.549461
"1705",28.754999,29.1875,28.68,29.012501,144944000,27.012669
"1706",29.424999,29.672501,29.049999,29.075001,256164000,27.070862
"1707",29.3375,29.495001,29.1875,29.334999,150347200,27.312933
"1708",29.1975,29.360001,28.93,29.245001,140769600,27.229147
"1709",29.469999,29.5425,29.282499,29.407499,142608800,27.380447
"1710",29.3325,29.459999,29.195,29.387501,94499600,27.361822
"1711",29.545,29.5525,29.362499,29.3675,98214000,27.343201
"1712",29.3125,29.440001,28.450001,29.280001,80138400,27.26173
"1713",29.215,29.344999,29.0825,29.264999,96503200,27.247763
"1714",29.202499,29.227501,29.07,29.15,92770800,27.140692
"1715",29.275,29.434999,29.25,29.4125,94154800,27.385098
"1716",29.487499,29.59,29.327499,29.5625,192516000,27.524757
"1717",28.577499,28.924999,28.327499,28.897499,264536800,26.905596
"1718",28.8475,28.965,28.525,28.620001,138248000,26.647224
"1719",28.467501,28.8025,28.362499,28.43,151446800,26.470322
"1720",28.4125,28.557501,28.299999,28.385,105677600,26.428425
"1721",28.365,28.442499,27.6325,27.872499,175303200,25.951246
"1722",27.85,28.0875,27.807501,27.897499,113326800,25.974522
"1723",27.745001,27.865,27.387501,27.4575,107730400,25.696114
"1724",27.1325,27.5625,27.0275,27.209999,123348000,25.464489
"1725",27.52,27.627501,27.365,27.602501,130240000,25.83181
"1726",27.577499,27.93,27.424999,27.764999,97016800,25.983887
"1727",27.469999,27.83,27.012501,27.719999,236705600,25.941774
"1728",27.772499,27.772499,26.4575,26.9475,228538000,25.218832
"1729",26.780001,27.217501,26.637501,27.1075,136575600,25.368561
"1730",26.9275,26.952499,26.02,26.4275,204702000,24.732185
"1731",26.6425,26.92,26.540001,26.7775,129058000,25.059731
"1732",26.674999,27.557501,26.65,27.497499,235362000,25.733547
"1733",27.452499,27.5875,27.2075,27.487499,110528000,25.724188
"1734",27.43,27.635,27.415001,27.514999,113715600,25.74992
"1735",27.530001,27.997499,27.502501,27.932501,117058400,26.140635
"1736",27.987499,28.105,27.85,27.950001,103862000,26.157019
"1737",27.84,27.877501,27.5825,27.807501,109705600,26.023659
"1738",27.782499,27.967501,27.737499,27.9475,45903600,26.154682
"1739",27.8575,28.1175,27.8475,27.8925,108776000,26.103207
"1740",27.695,28.0075,27.5175,27.865,114115200,26.077469
"1741",27.9,28.049999,27.567499,27.629999,144649200,25.857546
"1742",27.592501,27.735001,27.2575,27.372499,148347600,25.616566
"1743",27.2925,27.522499,27.2125,27.475,106112000,25.71249
"1744",27.5,27.5075,27.0625,27.2775,137298000,25.527657
"1745",27.375,27.59,27.297501,27.487499,104782000,25.724188
"1746",27.315001,27.797501,27.290001,27.7575,119994800,25.976868
"1747",27.715,28.1075,27.65,28.030001,108273200,26.231882
"1748",28.077499,28.674999,28.077499,28.487499,137610400,26.660036
"1749",28.3225,28.75,28.122499,28.325001,105497600,26.507961
"1750",28.459999,28.98,28.4375,28.797501,174935200,26.950151
"1751",28.76,29.049999,28.745001,28.797501,136127200,26.950151
"1752",28.844999,29.182501,28.807501,28.955,186098000,27.097548
"1753",29.1175,29.125,28.9125,28.9925,177404400,27.132645
"1754",28.950001,29.344999,28.9375,29.16,111117600,27.289392
"1755",29.184999,29.375,29.17,29.237499,85700000,27.361921
"1756",29.200001,29.35,29.195,29.264999,95132800,27.387657
"1757",29.0875,29.127501,28.91,29.0725,104343600,27.207502
"1758",28.897499,29.129999,28.897499,29.129999,56998000,27.26132
"1759",29.129999,29.450001,29.122499,29.315001,73187600,27.43445
"1760",29.379999,29.504999,29.049999,29.190001,83623600,27.317472
"1761",29.112499,29.2775,29.1,29.182501,60158000,27.31045
"1762",29.1625,29.299999,28.8575,28.955,122345200,27.097548
"1763",28.950001,29.0825,28.690001,29.0375,115127600,27.174753
"1764",28.9625,29.127501,28.9375,29.004999,84472400,27.144339
"1765",28.98,29.215,28.952499,29.1525,88774400,27.282377
"1766",29.195,29.540001,29.1175,29.477501,127007600,27.586533
"1767",29.487499,29.8575,29.485001,29.747499,134247600,27.839205
"1768",29.692499,29.844999,29.575001,29.7775,97848400,27.867287
"1769",29.684999,29.9825,29.65,29.9375,110354400,28.017019
"1770",29.725,29.825001,29.5525,29.8125,108344800,27.90004
"1771",29.7775,29.905001,29.702499,29.76,104447600,27.850904
"1772",29.584999,30.059999,29.555,30,137759200,28.075514
"1773",30,30.125,29.9275,29.997499,94852000,28.073174
"1774",29.85,30.022499,29.842501,29.945,102389200,28.024042
"1775",30.112499,30.112499,29.932501,30,130391600,28.075514
"1776",30,30.202499,29.942499,30.02,88200800,28.094227
"1777",29.887501,30.025,29.875,29.9925,92844000,28.068493
"1778",30.105,30.525,30.07,30.469999,129510400,28.515358
"1779",30.4175,30.610001,30.4,30.485001,105350400,28.529398
"1780",30.535,30.5875,30.4,30.487499,82251600,28.531736
"1781",30.2325,30.407499,30.165001,30.407499,121510000,28.456869
"1782",30.2875,30.3475,30.155001,30.3375,196804000,28.391359
"1783",31.7575,32.622501,31.752501,32.1875,447940000,30.122686
"1784",31.995001,32.3475,31.945,32.1325,134841600,30.071215
"1785",32.077499,32.297501,32.040001,32.27,98029200,30.199886
"1786",32.282501,32.625,32.224998,32.572498,107383600,30.482981
"1787",32.634998,33.022499,32.612499,32.8825,152735200,30.773096
"1788",32.837502,33.055,32.805,33.009998,92016400,30.89242
"1789",32.912498,33.112499,32.779999,33.105,113399600,31.115643
"1790",33.115002,33.235001,33.012501,33.029999,80262000,31.045158
"1791",33.27,33.455002,33.1875,33.322498,92141600,31.32008
"1792",33.3675,33.772499,33.3125,33.755001,132904800,31.726593
"1793",33.880001,34.067501,33.654999,33.877499,142492400,31.841726
"1794",33.9175,33.974998,33.709999,33.837502,90338400,31.804131
"1795",33.775002,33.9575,33.775002,33.93,88792800,31.891071
"1796",34.057499,34.1875,33.994999,34.174999,98028800,32.121349
"1797",34.107498,34.279999,34.0275,34.2775,83347600,32.21769
"1798",34.345001,34.369999,34.075001,34.1325,83152800,32.081406
"1799",33.977501,34.165001,33.82,34.165001,87106400,32.111954
"1800",34.285,34.360001,34.07,34.232498,81029600,32.175388
"1801",34.27,34.360001,34.174999,34.247501,93931600,32.189503
"1802",34.4725,35.037498,34.400002,34.947498,145658400,32.847427
"1803",35,35.07,34.689999,34.740002,104844000,32.652397
"1804",34.695,34.9575,34.647499,34.945,84432400,32.84507
"1805",34.842499,34.942501,34.650002,34.834999,8.7e+07,32.741684
"1806",34.764999,34.994999,34.697498,34.880001,69785200,32.783981
"1807",34.737499,34.950001,34.705002,34.75,74828800,32.661797
"1808",34.685001,34.697498,34.262501,34.669998,88623600,32.586605
"1809",34.8125,34.84,34.66,34.785,78451200,32.694691
"1810",34.712502,34.857498,34.705002,34.799999,69686800,32.70879
"1811",34.825001,34.912498,34.709999,34.747501,61236400,32.659443
"1812",34.852501,35.1875,34.7575,35.115002,102767200,33.004875
"1813",35.18,35.255001,35.064999,35.172501,76928000,33.058907
"1814",35.25,35.25,34.9725,34.997501,175540000,32.894424
"1815",35.099998,35.375,35.057499,35.365002,86168000,33.239838
"1816",35.5275,35.700001,34.932499,34.959999,158119600,32.859173
"1817",34.962502,35.400002,34.939999,35.355,103440800,33.230442
"1818",35.314999,35.395,35.1525,35.23,81385200,33.112953
"1819",35.375,35.435001,35.087502,35.16,89582400,33.047173
"1820",34.8475,35.305,34.654999,35.220001,94300400,33.103558
"1821",35.227501,36.009998,35.154999,35.950001,133499200,33.78968
"1822",35.919998,36.122501,35.797501,36.029999,116760000,33.864876
"1823",36.047501,36.125,35.875,35.982498,84829200,33.820232
"1824",35.93,36.067501,35.752499,35.915001,78646800,33.756794
"1825",35.927502,36.029999,35.762501,35.924999,79942800,33.766193
"1826",35.8125,36.2225,35.7925,36.192501,79565600,34.017612
"1827",36.055,36.365002,35.952499,36.005001,110871600,33.841385
"1828",36.072498,36.130001,35.862499,35.915001,84596000,33.756794
"1829",35.932499,36.044998,35.817501,35.834999,66688800,33.681587
"1830",35.900002,35.970001,35.724998,35.7925,75733600,33.641647
"1831",35.735001,35.837502,35.014999,35.407501,121517600,33.279781
"1832",35.400002,35.537498,35.252499,35.450001,81400000,33.319736
"1833",35.477501,35.595001,35.262501,35.262501,71291600,33.143497
"1834",35.369999,35.470001,35.217499,35.4575,66328400,33.326778
"1835",35.352501,35.509998,35.2775,35.299999,58790000,33.178745
"1836",35.470001,35.5,35.112499,35.169998,69313600,33.056553
"1837",35.305,35.73,35.290001,35.610001,93278400,33.470108
"1838",35.610001,35.669998,35.462502,35.567501,69283600,33.430172
"1839",35.875,35.987499,35.794998,35.91,68537200,33.752079
"1840",35.977501,36.224998,35.967499,36.1325,75486000,33.961224
"1841",36.1175,36.150002,35.845001,35.919998,80164800,33.761486
"1842",35.98,36.040001,35.827499,35.947498,56985200,33.787338
"1843",36.022499,36.075001,35.817501,35.912498,83441600,33.754444
"1844",36.275002,36.799999,36.240002,36.645,134411600,34.442921
"1845",36.884998,37.022499,36.709999,36.877499,181408800,34.661446
"1846",36.397499,36.872501,36.067501,36.764999,182788000,34.555714
"1847",36.630001,36.785,36.452499,36.6325,93487600,34.431175
"1848",36.689999,37.244999,36.689999,37.240002,109310800,35.002171
"1849",37.2575,38.424999,37.2575,38.252499,195009600,35.953823
"1850",38.467499,38.720001,38.362499,38.497501,156521600,36.184093
"1851",38.407501,38.485001,38.0275,38.314999,103222800,36.012566
"1852",38.112499,38.517502,38.077499,38.487499,109020400,36.324013
"1853",38.674999,39.105,38.6675,39.025002,130108000,36.831303
"1854",39.002499,39.162498,38.762501,38.924999,104038800,36.736923
"1855",38.985001,39.014999,38.68,38.8675,80194000,36.682663
"1856",38.400002,38.642502,37.427502,37.5625,203070800,35.451004
"1857",37.817501,38.334999,37.782501,38.134998,134272800,35.991337
"1858",38.345001,38.494999,38.157501,38.264999,107843200,36.114021
"1859",38.5,38.645,38.227501,38.497501,91865600,36.33345
"1860",38.724998,38.724998,38.327499,38.450001,79675600,36.28862
"1861",38.459999,38.5425,38.1675,38.334999,76712000,36.180084
"1862",38.432499,38.587502,38.2575,38.467499,76942400,36.305145
"1863",38.5,38.560001,38.327499,38.4025,87710400,36.243797
"1864",38.355,38.607498,38.3325,38.4175,80507600,36.257946
"1865",38.4925,38.5425,38.095001,38.189999,97804800,36.043228
"1866",38.2925,38.3325,38.055,38.294998,65616400,36.14233
"1867",38.395,38.862499,38.2225,38.862499,111082800,36.677937
"1868",38.584999,38.612499,38.365002,38.482498,101326800,36.319286
"1869",38.474998,38.952499,38.445,38.612499,106499600,36.441994
"1870",38.755001,38.994999,38.619999,38.842499,84278400,36.659054
"1871",38.8125,38.884998,38.599998,38.747501,85003200,36.569405
"1872",38.797501,38.797501,36.505001,37.244999,259530800,35.151352
"1873",36.435001,36.522499,35.627499,36.355,289229200,34.31139
"1874",36.790001,36.862499,36.287498,36.647499,136661600,34.587448
"1875",36.875,36.875,35.959999,36.290001,126124800,34.250034
"1876",35.830002,36.119999,35.552502,36.072498,128661600,34.044765
"1877",35.945,36.125,35.549999,35.567501,201444400,33.568157
"1878",35.915001,36.685001,35.915001,36.584999,130165600,34.528458
"1879",36.717499,36.717499,36.235001,36.252499,99600400,34.214642
"1880",36.380001,36.517502,36.1525,36.467499,85063200,34.417564
"1881",36.442501,36.674999,36.279999,36.407501,76425200,34.360943
"1882",36.282501,36.790001,36.2775,36.57,141757600,34.514309
"1883",36.7925,37.07,36.345001,36.455002,102769600,34.405769
"1884",36.252499,36.540001,35.904999,35.932499,99047600,33.912636
"1885",36.122501,36.5275,35.790001,36.4575,88329600,34.408127
"1886",36.177502,36.282501,35.57,35.919998,125997600,33.900852
"1887",36.112499,36.240002,35.945,36.005001,92096400,33.981071
"1888",36.220001,36.325001,35.775002,35.875,57111200,33.858368
"1889",35.922501,36.197498,35.68,36.022499,86278400,33.997578
"1890",35.755001,35.875,35.602501,35.682499,96515200,33.676685
"1891",35.724998,36.1875,35.724998,36.044998,76806800,34.01881
"1892",36.0275,36.487499,35.842499,36.264999,84362400,34.226452
"1893",36.182499,36.462502,36.095001,36.3825,79127200,34.337345
"1894",36.467499,36.544998,36.205002,36.435001,99538000,34.386894
"1895",36.375,37.122501,36.360001,36.942501,100797600,34.86586
"1896",36.9925,37.3325,36.8325,37.259998,80528400,35.165516
"1897",37.205002,37.724998,37.142502,37.389999,95174000,35.288204
"1898",37.299999,37.532501,37.1675,37.52,71475200,35.4109
"1899",37.619999,37.855,37.487499,37.755001,83692000,35.632687
"1900",37.875,37.935001,37.547501,37.584999,68974800,35.472248
"1901",37.497501,37.610001,37.220001,37.567501,105010400,35.45573
"1902",37.645,38.110001,37.474998,38.022499,85972800,35.885162
"1903",37.950001,38.459999,37.950001,38.185001,75415600,36.038517
"1904",38.337502,38.482498,38.264999,38.365002,63124000,36.208405
"1905",38.4375,38.497501,36.825001,37.639999,129905200,35.524158
"1906",37.4725,37.557499,37.297501,37.375,68854800,35.274052
"1907",37.474998,37.5825,37.032501,37.182499,79383600,35.092377
"1908",37.275002,37.555,37.102501,37.512501,141474400,35.403824
"1909",39.82,39.9375,39.040001,39.285,279747200,37.076683
"1910",39.262501,39.302502,38.755001,38.892502,108389200,36.706245
"1911",39.017502,39.349998,38.922501,39.0975,82239600,36.899731
"1912",39.264999,39.73,39.1675,39.702499,87481200,37.470711
"1913",39.650002,40.4575,39.567501,40.02,144823600,37.770367
"1914",39.814999,40.317501,39.7775,40.264999,104526000,38.001587
"1915",39.974998,40,38.657501,38.830002,163217200,36.791176
"1916",39.150002,39.642502,39.017502,39.369999,105028400,37.302814
"1917",39.830002,40.052502,39.6875,39.962502,88490800,37.864208
"1918",40.165001,40.549999,40.035,40.400002,117862000,38.278736
"1919",40.485001,40.627499,40.037498,40.237499,110686400,38.124775
"1920",40.130001,40.177502,39.459999,39.465,111762400,37.392838
"1921",39.465,39.875,39.18,39.375,109712400,37.30756
"1922",39.375,39.4725,38.7775,39.302502,105474000,37.238869
"1923",39.557499,40,39.505001,39.945,86418400,37.847633
"1924",39.767502,40.1175,39.720001,39.994999,77596400,37.895004
"1925",40.107498,40.185001,39.637501,39.817501,79275600,37.726826
"1926",39.912498,40.139999,39.817501,39.965,101920400,37.866577
"1927",40.035,40.5,39.982498,40.3675,103864000,38.247944
"1928",40.025002,40.779999,40,40.727501,118067600,38.58905
"1929",40.950001,40.9725,40.6525,40.837502,109078400,38.693272
"1930",40.91,41.130001,40.869999,41,107140400,38.847237
"1931",41.200001,41.235001,40.907501,41.012501,66364400,38.859077
"1932",40.9375,41.0625,40.139999,40.52,117874000,38.392441
"1933",40.677502,40.747501,40.130001,40.477501,86606800,38.352173
"1934",40.522499,40.560001,40.09,40.314999,87714000,38.198208
"1935",40.215,40.287498,39.6325,39.657501,114446000,37.57523
"1936",40.125,40.512501,39.9725,40.375,126323200,38.255054
"1937",40.6525,40.990002,39.692501,40.215,286856000,38.103455
"1938",39.967499,39.990002,39.477501,39.912498,179629600,37.816837
"1939",39.747501,39.849998,39.522499,39.57,95042800,37.492325
"1940",39.6175,40.2425,39.5,39.970001,196458400,37.871319
"1941",40.0275,40.125,39.5,39.6675,113077600,37.584705
"1942",39.877499,39.942501,39.610001,39.682499,83242400,37.598911
"1943",39.474998,39.564999,38.4575,39.017502,211805600,36.96883
"1944",38.950001,38.950001,38.1875,38.3475,150046800,36.334019
"1945",37.884998,38.067501,37.639999,37.9725,186581600,35.978699
"1946",37.497501,37.9575,37.290001,37.637501,177549200,35.661297
"1947",37.945,38.48,37.922501,38.285,146640000,36.274784
"1948",38.450001,38.68,38.384998,38.557499,102016800,36.53299
"1949",38.4725,38.57,38.174999,38.32,88022000,36.307953
"1950",38.302502,38.532501,38,38.529999,105199200,36.50692
"1951",38.564999,38.612499,38.18,38.452499,74795200,36.433495
"1952",38.502499,38.772499,38.477501,38.619999,64921200,36.592194
"1953",38.407501,38.465,38.115002,38.369999,80655200,36.355324
"1954",38.544998,38.860001,38.512501,38.8475,85135200,36.807755
"1955",38.7425,38.872501,38.639999,38.825001,69630400,36.78643
"1956",38.952499,39.182499,38.872501,38.959999,65051600,36.914341
"1957",39.014999,39.5,38.775002,38.974998,62468000,36.928566
"1958",38.9925,39.244999,38.9375,39.137501,67622400,37.082535
"1959",39.087502,39.342499,38.932499,39,64500400,36.952255
"1960",39.182499,39.32,39.102501,39.247501,65576800,37.18676
"1961",39.474998,40,39.412498,39.970001,96486000,37.871319
"1962",39.945,40.217499,39.807499,40.1175,75989200,38.011086
"1963",40.105,40.177502,39.900002,39.939999,65496800,37.842892
"1964",39.1875,39.27,38.755001,38.994999,170336800,36.947506
"1965",39.1525,39.4375,38.990002,39.0625,95896400,37.011471
"1966",39.2225,39.422501,38.875,39.0425,87937200,36.992516
"1967",39.072498,39.355,39.049999,39.275002,71028800,37.212818
"1968",39.227501,39.387501,38.817501,39.102501,84828400,37.049362
"1969",39.307499,39.4575,39.195,39.352501,68002000,37.286243
"1970",39.822498,40.900002,39.674999,40.762501,177816800,38.622208
"1971",40.9725,42.017502,40.93,41.68,178803200,39.491539
"1972",41.974998,42.412498,41.735001,42.259998,144187200,40.04108
"1973",42.467499,42.485001,41.4025,41.7225,134551200,39.531807
"1974",41.650002,42.125,41.32,42.0275,165573600,39.820782
"1975",43.5,43.564999,42.779999,43.125,237594400,40.860661
"1976",43.092499,43.747501,42.93,43.5625,140105200,41.275188
"1977",43.477501,43.8125,43.400002,43.702499,97446000,41.407845
"1978",43.665001,44.060001,43.5825,44.060001,97638000,41.746563
"1979",43.7775,44.025002,43.285,43.970001,117930400,41.661301
"1980",43.7775,43.845001,43.567501,43.6675,100582000,41.523411
"1981",43.375,43.625,43.349998,43.4925,67928400,41.357002
"1982",43.259998,43.369999,42.794998,42.834999,99130000,40.731789
"1983",42.4925,42.580002,42.095001,42.27,116632400,40.19453
"1984",42.794998,42.967499,42.575001,42.775002,94550000,40.674736
"1985",42.759998,42.8475,42.41,42.537498,87598000,40.448898
"1986",42.572498,42.639999,42.389999,42.494999,65049600,40.408482
"1987",42.695,43.424999,42.695,43.285,100525200,41.159691
"1988",43.34,43.75,43.262501,43.740002,102355600,41.59235
"1989",43.775002,43.875,43.662498,43.7425,56106800,41.594723
"1990",43.762501,43.77,43.334999,43.522499,82867200,41.385532
"1991",43.575001,43.717499,42.965,43.267502,105715200,41.143051
"1992",43.157501,43.23,41.790001,42.369999,166665600,40.289619
"1993",42.607498,43.035,42.110001,42.962502,166108800,40.853027
"1994",42.487499,42.9175,42.125,42.762501,159037200,40.662846
"1995",43.119999,43.154999,42.407501,42.450001,130169600,40.3657
"1996",42.264999,42.880001,42.099998,42.41,109400800,40.327652
"1997",41.875,42.549999,41.615002,42.252499,114240000,40.177891
"1998",42.2575,42.610001,42.227501,42.330002,102693200,40.251587
"1999",42.622501,42.75,42.205002,42.342499,93420800,40.263466
"2000",42.299999,43.2225,42.197498,43.1675,141095200,41.047966
"2001",43.037498,43.0975,42.865002,42.924999,77636800,40.817375
"2002",43.125,43.384998,43,43.067501,95273600,40.952877
"2003",43.099998,43.282501,42.912498,43.055,81906000,40.94099
"2004",43.407501,43.5425,43.115002,43.4925,160677200,41.357002
"2005",43.720001,44.299999,43.715,44.105,117684400,41.939423
"2006",43.7575,43.8475,43.522499,43.634998,109745600,41.492516
"2007",43.717499,43.855,43.3125,43.587502,93902400,41.44735
"2008",43.5425,44.005001,43.525002,43.752499,83799600,41.60424
"2009",43.669998,43.855,43.625,43.752499,65397600,41.60424
"2010",42.700001,42.8675,42.419998,42.642502,132742000,40.548748
"2011",42.525002,42.695,42.427502,42.650002,85992800,40.555882
"2012",42.75,42.962502,42.619999,42.77,65920800,40.669983
"2013",42.630001,42.647499,42.305,42.307499,103999600,40.230194
"2014",42.540001,43.075001,42.314999,43.064999,102223600,40.950497
"2015",43.1325,43.637501,42.990002,43.057499,118071600,40.943359
"2016",43.134998,43.3675,43.02,43.2575,89738400,41.133545
"2017",43.360001,43.842499,43.262501,43.75,94640000,41.601864
"2018",43.587502,43.9025,43.482498,43.587502,82271200,41.44735
"2019",43.637501,43.764999,43.352501,43.5825,86336000,41.442585
"2020",43.290001,43.575001,43.25,43.572498,95839600,41.433075
"2021",43.647499,43.872501,43.622501,43.82,74670800,41.668423
"2022",44.044998,44.34,43.912498,44.272499,101672400,42.098705
"2023",44.474998,44.8475,44.035,44.047501,118263600,41.884758
"2024",44.037498,44.8125,43.767502,44.775002,137547200,42.57653
"2025",44.842499,45.025002,44.5625,44.814999,124773600,42.614571
"2026",44.6525,44.895,44.352501,44.615002,129700400,42.424393
"2027",44.325001,44.445,44.150002,44.25,108434400,42.077316
"2028",44.325001,44.860001,44.205002,44.259998,130756400,42.086826
"2029",44.3125,44.325001,43.299999,43.555,204420400,41.416439
"2030",43.627499,43.737499,42.6325,42.7775,166116000,40.677113
